Ortholog of target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
PLS1	ENST00000457734.2	plastin 1 	467	1	1	0	0	0	mmu-miR-370-3p				-0.10	-0.10	N/A
TPM4	ENST00000300933.4	tropomyosin 4 	332	1	0	1	0	0	mmu-miR-370-3p				-0.10	-0.11	N/A
YIPF6	ENST00000462683.1	Yip1 domain family, member 6 	888	1	0	1	0	1	mmu-miR-370-3p				-0.10	-0.13	N/A
PBLD	ENST00000336578.1	phenazine biosynthesis-like protein domain containing 	44	1	0	0	1	0	mmu-miR-370-3p				-0.10	-0.14	N/A
TXLNA	ENST00000373610.3	taxilin alpha 	564	1	0	0	1	0	mmu-miR-370-3p				-0.10	-0.10	N/A
THRB	ENST00000396671.2	thyroid hormone receptor, beta 	55	2	0	0	2	0	mmu-miR-370-3p				-0.10	-0.15	N/A
POLR2M	ENST00000299638.3	polymerase (RNA) II (DNA directed) polypeptide M 	21	1	0	1	0	0	mmu-miR-370-3p				-0.10	-0.10	N/A
TRIQK	ENST00000521988.1	triple QxxK/R motif containing 	210	1	0	0	1	0	mmu-miR-370-3p				-0.10	-0.10	N/A
MAP3K8	ENST00000375321.1	mitogen-activated protein kinase kinase kinase 8 	22	1	0	1	0	0	mmu-miR-370-3p				-0.10	-0.10	N/A
PDRG1	ENST00000202017.4	p53 and DNA-damage regulated 1 	116	1	0	0	1	1	mmu-miR-370-3p				-0.10	-0.10	N/A
SMAP1	ENST00000370452.3	small ArfGAP 1 	64	1	0	1	0	1	mmu-miR-370-3p				-0.10	-0.10	N/A
SYNGR1	ENST00000328933.5	synaptogyrin 1 	101	4	0	2	2	0	mmu-miR-370-3p				-0.10	-0.10	N/A
C3orf80	ENST00000326474.3	chromosome 3 open reading frame 80 	296	1	0	0	1	0	mmu-miR-370-3p				-0.10	-0.10	N/A
NAT6	ENST00000354862.4	N-acetyltransferase 6 (GCN5-related) 	29	1	0	1	0	0	mmu-miR-370-3p				-0.10	-0.10	N/A
RFT1	ENST00000296292.3	RFT1 homolog (S. cerevisiae) 	392	1	0	0	1	1	mmu-miR-370-3p				-0.10	-0.17	N/A
BARHL2	ENST00000370445.4	BarH-like homeobox 2 	13	1	0	1	0	0	mmu-miR-370-3p				-0.10	-0.10	N/A
CD83	ENST00000379153.3	CD83 molecule 	414	1	0	1	0	1	mmu-miR-370-3p				-0.10	-0.10	N/A
TP63	ENST00000392460.3	tumor protein p63 	0	1	0	0	1	0	mmu-miR-370-3p				-0.10	-0.10	N/A
ADAM15	ENST00000360674.4	ADAM metallopeptidase domain 15 	645	1	0	0	1	0	mmu-miR-370-3p				-0.10	-0.10	N/A
CNNM1	ENST00000356713.4	cyclin M1 	45	1	0	0	1	0	mmu-miR-370-3p				-0.10	-0.10	N/A
LPL	ENST00000311322.8	lipoprotein lipase 	7658	2	0	1	1	1	mmu-miR-370-3p				-0.10	-0.10	N/A
CITED2	ENST00000367651.2	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2 	1071	2	0	0	2	1	mmu-miR-370-3p				-0.10	-0.21	N/A
TIAL1	ENST00000369093.2	TIA1 cytotoxic granule-associated RNA binding protein-like 1 	1342	1	1	0	0	0	mmu-miR-370-3p				-0.10	-0.24	N/A
MPP5	ENST00000261681.4	membrane protein, palmitoylated 5 (MAGUK p55 subfamily member 5) 	354	1	1	0	0	1	mmu-miR-370-3p				-0.10	-0.27	N/A
BMP2	ENST00000378827.4	bone morphogenetic protein 2 	1193	2	0	1	1	0	mmu-miR-370-3p				-0.10	-0.13	N/A
LYPD6	ENST00000334166.4	LY6/PLAUR domain containing 6 	261	2	1	0	1	0	mmu-miR-370-3p				-0.10	-0.10	N/A
ZBTB39	ENST00000300101.2	zinc finger and BTB domain containing 39 	7	2	0	1	1	2	mmu-miR-370-3p				-0.10	-0.10	N/A
EML4	ENST00000318522.5	echinoderm microtubule associated protein like 4 	62	1	0	0	1	1	mmu-miR-370-3p				-0.10	-0.10	N/A
NR0B2	ENST00000254227.3	nuclear receptor subfamily 0, group B, member 2 	266	1	0	0	1	0	mmu-miR-370-3p				-0.10	-0.10	N/A
NTNG1	ENST00000370067.1	netrin G1 	5	1	0	1	0	2	mmu-miR-370-3p				-0.10	-0.10	N/A
LOXL3	ENST00000264094.3	lysyl oxidase-like 3 	235	1	0	1	0	0	mmu-miR-370-3p				-0.10	-0.10	N/A
DIRAS2	ENST00000375765.3	DIRAS family, GTP-binding RAS-like 2 	5	2	0	2	0	0	mmu-miR-370-3p				-0.10	-0.10	N/A
PXDC1	ENST00000380283.4	PX domain containing 1 	1727	1	0	1	0	0	mmu-miR-370-3p				-0.10	-0.10	N/A
LHFP	ENST00000379589.3	lipoma HMGIC fusion partner 	5	1	0	0	1	0	mmu-miR-370-3p				-0.10	-0.10	N/A
NLGN3	ENST00000374051.3	neuroligin 3 	15	1	0	0	1	0	mmu-miR-370-3p				-0.10	-0.10	N/A
AFAP1L1	ENST00000296721.4	actin filament associated protein 1-like 1 	10	1	1	0	0	0	mmu-miR-370-3p				-0.10	-0.19	N/A
ATAD1	ENST00000308448.7	ATPase family, AAA domain containing 1 	276	1	0	1	0	0	mmu-miR-370-3p				-0.10	-0.13	N/A
TRMT6	ENST00000203001.2	tRNA methyltransferase 6 homolog (S. cerevisiae) 	684	1	0	1	0	0	mmu-miR-370-3p				-0.10	-0.15	N/A
GPR89C	ENST00000447947.2	G protein-coupled receptor 89C 	5	1	0	1	0	0	mmu-miR-370-3p				-0.10	-0.10	N/A
NFIA	ENST00000403491.3	nuclear factor I/A 	5	2	0	1	1	2	mmu-miR-370-3p				-0.10	-0.10	N/A
CCDC85B	ENST00000312579.2	coiled-coil domain containing 85B 	1364	1	0	1	0	0	mmu-miR-370-3p				-0.10	-0.10	N/A
PEAR1	ENST00000292357.7	platelet endothelial aggregation receptor 1 	160	2	0	2	0	1	mmu-miR-370-3p				-0.10	-0.10	N/A
CD300A	ENST00000360141.3	CD300a molecule 	5	1	0	0	1	0	mmu-miR-370-3p				-0.10	-0.10	N/A
PTPN13	ENST00000436978.1	protein tyrosine phosphatase, non-receptor type 13 (APO-1/CD95 (Fas)-associated phosphatase) 	97	1	0	1	0	0	mmu-miR-370-3p				-0.10	-0.10	N/A
HOXC12	ENST00000243103.3	homeobox C12 	5	1	0	1	0	1	mmu-miR-370-3p				-0.10	-0.10	N/A
HERC3	ENST00000402738.1	HECT and RLD domain containing E3 ubiquitin protein ligase 3 	50	1	0	1	0	0	mmu-miR-370-3p				-0.10	-0.10	N/A
TRIM29	ENST00000341846.5	tripartite motif containing 29 	5	1	1	0	0	0	mmu-miR-370-3p				-0.10	-0.10	N/A
HTR2B	ENST00000258400.3	5-hydroxytryptamine (serotonin) receptor 2B, G protein-coupled 	5	1	0	0	1	0	mmu-miR-370-3p				-0.10	-0.10	N/A
VSIG4	ENST00000455586.2	V-set and immunoglobulin domain containing 4 	5	1	0	0	1	0	mmu-miR-370-3p				-0.10	-0.10	N/A
USP37	ENST00000258399.3	ubiquitin specific peptidase 37 	14	1	0	0	1	1	mmu-miR-370-3p				-0.10	-0.24	N/A
MCUR1	ENST00000379170.4	mitochondrial calcium uniporter regulator 1 	129	1	0	1	0	0	mmu-miR-370-3p				-0.10	-0.10	N/A
MAPK13	ENST00000373766.5	mitogen-activated protein kinase 13 	499	1	0	1	0	0	mmu-miR-370-3p				-0.10	-0.10	N/A
SERPINF2	ENST00000382061.4	serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 2 	2334	1	0	1	0	0	mmu-miR-370-3p				-0.10	-0.10	N/A
RAB11B	ENST00000328024.6	RAB11B, member RAS oncogene family 	920	1	0	0	1	1	mmu-miR-370-3p				-0.10	-0.10	N/A
GREM1	ENST00000560677.1	gremlin 1, DAN family BMP antagonist 	752	2	0	1	1	0	mmu-miR-370-3p				-0.10	-0.15	N/A
SH3GLB1	ENST00000370558.4	SH3-domain GRB2-like endophilin B1 	3418	4	1	0	3	3	mmu-miR-370-3p				-0.10	-0.36	N/A
GPRC5A	ENST00000014914.5	G protein-coupled receptor, family C, group 5, member A 	341	2	0	1	1	0	mmu-miR-370-3p				-0.10	-0.11	N/A
NR5A1	ENST00000373588.4	nuclear receptor subfamily 5, group A, member 1 	5	1	0	0	1	0	mmu-miR-370-3p				-0.10	-0.10	N/A
LPAR1	ENST00000374431.3	lysophosphatidic acid receptor 1 	2111	1	0	0	1	1	mmu-miR-370-3p				-0.10	-0.11	N/A
ELAVL3	ENST00000359227.3	ELAV like neuron-specific RNA binding protein 3 	5	2	1	0	1	2	mmu-miR-370-3p				-0.10	-0.10	N/A
GRIK4	ENST00000527524.2	glutamate receptor, ionotropic, kainate 4 	5	2	1	0	1	0	mmu-miR-370-3p				-0.10	-0.10	N/A
VGLL3	ENST00000398399.2	vestigial like 3 (Drosophila) 	187	4	1	1	2	1	mmu-miR-370-3p				-0.10	-0.38	N/A
DAAM1	ENST00000395125.1	dishevelled associated activator of morphogenesis 1 	167	1	0	0	1	0	mmu-miR-370-3p				-0.10	-0.13	N/A
SEMA3A	ENST00000265362.4	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A 	162	1	0	1	0	1	mmu-miR-370-3p				-0.10	-0.10	N/A
NCALD	ENST00000395923.1	neurocalcin delta 	49	2*	0	1	0	0	mmu-miR-370-3p				-0.10	-0.10	N/A
MTA3	ENST00000405592.1	metastasis associated 1 family, member 3 	194	3	1	1	1	1	mmu-miR-370-3p				-0.09	-0.10	N/A
COG8	ENST00000306875.4	component of oligomeric golgi complex 8 	190	1	1	0	0	1	mmu-miR-370-3p				-0.09	-0.38	N/A
SLC22A3	ENST00000392145.1	solute carrier family 22 (organic cation transporter), member 3 	86	2	0	1	1	0	mmu-miR-370-3p				-0.09	-0.18	N/A
KLF6	ENST00000542957.1	Kruppel-like factor 6 	4644	1	0	0	1	0	mmu-miR-370-3p				-0.09	-0.09	N/A
RRP12	ENST00000370992.4	ribosomal RNA processing 12 homolog (S. cerevisiae) 	177	1	0	0	1	0	mmu-miR-370-3p				-0.09	-0.09	N/A
MGAM	ENST00000549489.2	maltase-glucoamylase (alpha-glucosidase) 	5	1	0	0	1	0	mmu-miR-370-3p				-0.09	-0.09	N/A
TMEM130	ENST00000416379.2	transmembrane protein 130 	169	2	0	0	2	0	mmu-miR-370-3p				-0.09	-0.09	N/A
C22orf26	ENST00000396008.2	chromosome 22 open reading frame 26 	5	1	0	0	1	0	mmu-miR-370-3p				-0.09	-0.09	N/A
LRRN2	ENST00000367175.1	leucine rich repeat neuronal 2 	12	1	0	0	1	0	mmu-miR-370-3p				-0.09	-0.09	N/A
FUNDC1	ENST00000378045.4	FUN14 domain containing 1 	73	1	0	1	0	0	mmu-miR-370-3p				-0.09	-0.09	N/A
NOL6	ENST00000455041.2	nucleolar protein 6 (RNA-associated) 	404	1	0	1	0	0	mmu-miR-370-3p				-0.09	-0.09	N/A
DPCR1	ENST00000462446.1	diffuse panbronchiolitis critical region 1 	5	1	0	1	0	0	mmu-miR-370-3p				-0.09	-0.09	N/A
C1orf177	ENST00000358193.3	chromosome 1 open reading frame 177 	5	1	0	1	0	2	mmu-miR-370-3p				-0.09	-0.09	N/A
BAZ2A	ENST00000379441.3	bromodomain adjacent to zinc finger domain, 2A 	48	0	0	0	0	2	mmu-miR-370-3p				-0.09	-0.10	N/A
CHDH	ENST00000315251.6	choline dehydrogenase 	249	2	0	0	2	1	mmu-miR-370-3p				-0.09	-0.30	N/A
TREM2	ENST00000373122.4	triggering receptor expressed on myeloid cells 2 	5	1	0	0	1	0	mmu-miR-370-3p				-0.09	-0.09	N/A
MUC20	ENST00000320736.6	mucin 20, cell surface associated 	11	1	1	0	0	0	mmu-miR-370-3p				-0.09	-0.22	N/A
PDCD11	ENST00000369797.3	programmed cell death 11 	1551	2	0	2	0	0	mmu-miR-370-3p				-0.09	-0.10	N/A
BBX	ENST00000415149.2	bobby sox homolog (Drosophila) 	141	1	0	0	1	1	mmu-miR-370-3p				-0.09	-0.10	N/A
EMP1	ENST00000256951.5	epithelial membrane protein 1 	814	2	0	1	1	1	mmu-miR-370-3p				-0.09	-0.17	N/A
ONECUT1	ENST00000560699.2	one cut homeobox 1 	10	1	0	1	0	2	mmu-miR-370-3p				-0.09	-0.20	N/A
ARMC7	ENST00000581078.1	armadillo repeat containing 7 	64	1	0	1	0	0	mmu-miR-370-3p				-0.09	-0.09	N/A
ZNF831	ENST00000371030.2	zinc finger protein 831 	5	2	0	1	1	0	mmu-miR-370-3p				-0.09	-0.09	N/A
TMCC2	ENST00000358024.3	transmembrane and coiled-coil domain family 2 	5	1	0	0	1	1	mmu-miR-370-3p				-0.09	-0.09	N/A
PLXNA1	ENST00000393409.2	plexin A1 	189	4	2	1	1	0	mmu-miR-370-3p				-0.09	-0.09	N/A
USH1G	ENST00000319642.1	Usher syndrome 1G (autosomal recessive) 	5	1	0	0	1	1	mmu-miR-370-3p				-0.09	-0.09	N/A
SASS6	ENST00000287482.5	spindle assembly 6 homolog (C. elegans) 	796	1	0	0	1	0	mmu-miR-370-3p				-0.09	-0.09	N/A
TIMM44	ENST00000270538.3	translocase of inner mitochondrial membrane 44 homolog (yeast) 	417	1	0	0	1	0	mmu-miR-370-3p				-0.09	-0.09	N/A
CTD-2267D19.3	ENST00000578774.1	Uncharacterized protein  	110	1	0	1	0	0	mmu-miR-370-3p				-0.09	-0.09	N/A
CLDN16	ENST00000264734.2	claudin 16 	25	1	0	0	1	0	mmu-miR-370-3p				-0.09	-0.09	N/A
SNX12	ENST00000374274.3	sorting nexin 12 	849	1	0	0	1	0	mmu-miR-370-3p				-0.09	-0.09	N/A
C8orf17	ENST00000507535.3	chromosome 8 open reading frame 17 	5	1	0	0	1	0	mmu-miR-370-3p				-0.09	-0.09	N/A
CIB2	ENST00000258930.3	calcium and integrin binding family member 2 	119	1	0	0	1	0	mmu-miR-370-3p				-0.09	-0.09	N/A
FBXL18	ENST00000382368.3	F-box and leucine-rich repeat protein 18 	92	2	1	0	1	3	mmu-miR-370-3p				-0.09	-0.10	N/A
SLIT3	ENST00000519560.1	slit homolog 3 (Drosophila) 	13	2	1	1	0	0	mmu-miR-370-3p				-0.09	-0.11	N/A
HMGXB4	ENST00000216106.5	HMG box domain containing 4 	966	1	1	0	0	0	mmu-miR-370-3p				-0.09	-0.09	N/A
SMEK1	ENST00000554684.1	SMEK homolog 1, suppressor of mek1 (Dictyostelium) 	713	1	0	0	1	0	mmu-miR-370-3p				-0.09	-0.09	N/A
ADAM10	ENST00000260408.3	ADAM metallopeptidase domain 10 	385	2	0	1	1	0	mmu-miR-370-3p				-0.09	-0.10	N/A
ARHGAP26	ENST00000378004.3	Rho GTPase activating protein 26 	131	1	0	0	1	2	mmu-miR-370-3p				-0.09	-0.09	N/A
SLC10A2	ENST00000245312.3	solute carrier family 10 (sodium/bile acid cotransporter), member 2 	5	1	0	0	1	1	mmu-miR-370-3p				-0.09	-0.09	N/A
TVP23C	ENST00000225576.3	trans-golgi network vesicle protein 23 homolog C (S. cerevisiae) 	5	1	0	1	0	1	mmu-miR-370-3p				-0.09	-0.09	N/A
LRRC3	ENST00000291592.4	leucine rich repeat containing 3 	176	1	0	1	0	0	mmu-miR-370-3p				-0.09	-0.09	N/A
KLHL17	ENST00000338591.3	kelch-like family member 17 	46	1	0	0	1	0	mmu-miR-370-3p				-0.09	-0.09	N/A
SAMD4A	ENST00000392067.3	sterile alpha motif domain containing 4A 	449	2	0	0	2	0	mmu-miR-370-3p				-0.09	-0.10	N/A
PHACTR4	ENST00000373839.3	phosphatase and actin regulator 4 	85	1	0	0	1	0	mmu-miR-370-3p				-0.09	-0.11	N/A
GCOM1	ENST00000380568.3	GRINL1A complex locus 1 	21	1	0	1	0	0	mmu-miR-370-3p				-0.09	-0.12	N/A
STEAP2	ENST00000287908.3	STEAP family member 2, metalloreductase 	266	1	1	0	0	2	mmu-miR-370-3p				-0.09	-0.11	N/A
SOSTDC1	ENST00000307068.4	sclerostin domain containing 1 	5	1	0	1	0	0	mmu-miR-370-3p				-0.09	-0.09	N/A
TMEM161B	ENST00000506536.1	transmembrane protein 161B 	14	1	0	0	1	0	mmu-miR-370-3p				-0.09	-0.09	N/A
SMCO4	ENST00000525141.1	single-pass membrane protein with coiled-coil domains 4 	220	1	0	0	1	0	mmu-miR-370-3p				-0.09	-0.09	N/A
SLC25A42	ENST00000318596.7	solute carrier family 25, member 42 	1088	2	0	2	0	3	mmu-miR-370-3p				-0.09	-0.09	N/A
KCNN3	ENST00000271915.4	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3 	5	3	0	3	0	2	mmu-miR-370-3p				-0.09	-0.09	N/A
TUBB1	ENST00000217133.1	tubulin, beta 1 class VI 	5	1	0	0	1	0	mmu-miR-370-3p				-0.09	-0.09	N/A
TBKBP1	ENST00000361722.3	TBK1 binding protein 1 	173	1	0	1	0	0	mmu-miR-370-3p				-0.09	-0.09	N/A
DTX3L	ENST00000296161.4	deltex 3-like (Drosophila) 	319	1	0	1	0	0	mmu-miR-370-3p				-0.09	-0.09	N/A
ZNF592	ENST00000299927.3	zinc finger protein 592 	1128	2	0	1	1	2	mmu-miR-370-3p				-0.09	-0.14	N/A
C2CD5	ENST00000333957.4	C2 calcium-dependent domain containing 5 	66	1	0	0	1	1	mmu-miR-370-3p				-0.09	-0.09	N/A
ANKRD34A	ENST00000323397.4	ankyrin repeat domain 34A 	6	1	0	1	0	0	mmu-miR-370-3p				-0.09	-0.09	N/A
SEC14L5	ENST00000251170.7	SEC14-like 5 (S. cerevisiae) 	5	4	1	3	0	0	mmu-miR-370-3p				-0.09	-0.09	N/A
NAA60	ENST00000610180.1	N-alpha-acetyltransferase 60  	1339	1	0	1	0	0	mmu-miR-370-3p				-0.09	-0.09	N/A
STX1A	ENST00000395156.3	syntaxin 1A (brain) 	82	1	0	0	1	1	mmu-miR-370-3p				-0.09	-0.09	N/A
ITGA9	ENST00000264741.5	integrin, alpha 9 	9	1	0	1	0	0	mmu-miR-370-3p				-0.09	-0.09	N/A
GRIN2D	ENST00000263269.3	glutamate receptor, ionotropic, N-methyl D-aspartate 2D 	5	1	0	1	0	0	mmu-miR-370-3p				-0.09	-0.09	N/A
ADAMTS13	ENST00000371916.1	ADAM metallopeptidase with thrombospondin type 1 motif, 13 	41	2	0	2	0	0	mmu-miR-370-3p				-0.09	-0.09	N/A
TRADD	ENST00000345057.4	TNFRSF1A-associated via death domain 	117	1	0	0	1	0	mmu-miR-370-3p				-0.09	-0.09	N/A
MRO	ENST00000428869.2	maestro 	11	3	0	2	1	1	mmu-miR-370-3p				-0.09	-0.18	N/A
PDPR	ENST00000568530.1	pyruvate dehydrogenase phosphatase regulatory subunit 	69	2	0	2	0	0	mmu-miR-370-3p				-0.09	-0.18	N/A
MST4	ENST00000394334.2	Serine/threonine-protein kinase MST4  	47	1	0	0	1	0	mmu-miR-370-3p				-0.09	-0.11	N/A
RNF114	ENST00000244061.2	ring finger protein 114 	1488	1	0	1	0	1	mmu-miR-370-3p				-0.09	-0.12	N/A
EXOSC2	ENST00000372358.5	exosome component 2 	852	1	1	0	0	0	mmu-miR-370-3p				-0.09	-0.27	N/A
TRIM66	ENST00000299550.6	tripartite motif containing 66 	33	4	0	3	1	1	mmu-miR-370-3p				-0.09	-0.11	N/A
SCN7A	ENST00000409855.1	sodium channel, voltage-gated, type VII, alpha subunit 	5	1	0	0	1	1	mmu-miR-370-3p				-0.09	-0.09	N/A
CBLN3	ENST00000267406.6	cerebellin 3 precursor 	30	1*	0	0	0	1	mmu-miR-370-3p				-0.09	-0.09	N/A
MARVELD2	ENST00000325631.5	MARVEL domain containing 2 	227	1	0	1	0	0	mmu-miR-370-3p				-0.09	-0.09	N/A
ITGAD	ENST00000389202.2	integrin, alpha D 	5	1	0	0	1	0	mmu-miR-370-3p				-0.09	-0.09	N/A
KLHL20	ENST00000209884.4	kelch-like family member 20 	324	1	0	0	1	0	mmu-miR-370-3p				-0.09	-0.09	N/A
GJA9	ENST00000454994.2	gap junction protein, alpha 9, 59kDa 	85	1	1	0	0	0	mmu-miR-370-3p				-0.09	-0.20	N/A
PRKAB1	ENST00000229328.5	protein kinase, AMP-activated, beta 1 non-catalytic subunit 	99	2	0	1	1	1	mmu-miR-370-3p				-0.09	-0.12	N/A
PLCL2	ENST00000418129.2	phospholipase C-like 2 	122	1	0	1	0	0	mmu-miR-370-3p				-0.09	-0.09	N/A
GPR173	ENST00000332582.4	G protein-coupled receptor 173 	99	2	1	1	0	0	mmu-miR-370-3p				-0.09	-0.11	N/A
UBA3	ENST00000415609.2	ubiquitin-like modifier activating enzyme 3 	96	1	0	0	1	0	mmu-miR-370-3p				-0.09	-0.12	N/A
TNIP1	ENST00000520931.1	TNFAIP3 interacting protein 1 	334	2	0	0	2	0	mmu-miR-370-3p				-0.09	-0.09	N/A
SORT1	ENST00000256637.6	sortilin 1 	2111	2	1	0	1	1	mmu-miR-370-3p				-0.09	-0.10	N/A
FANCA	ENST00000568369.1	Fanconi anemia, complementation group A 	348	1	1	0	0	0	mmu-miR-370-3p				-0.09	-0.27	N/A
C20orf26	ENST00000377309.2	chromosome 20 open reading frame 26 	5	1	0	0	1	0	mmu-miR-370-3p				-0.09	-0.09	N/A
MEGF8	ENST00000334370.4	multiple EGF-like-domains 8 	28	1	0	0	1	1	mmu-miR-370-3p				-0.09	-0.09	N/A
CDK16	ENST00000457458.2	cyclin-dependent kinase 16 	2095	0	0	0	0	1	mmu-miR-370-3p				-0.09	-0.09	N/A
ANO10	ENST00000414522.2	anoctamin 10 	330	1	0	1	0	0	mmu-miR-370-3p				-0.09	-0.09	N/A
PIF1	ENST00000268043.4	PIF1 5'-to-3' DNA helicase 	19	1	0	1	0	0	mmu-miR-370-3p				-0.09	-0.09	N/A
ATG16L1	ENST00000392017.4	autophagy related 16-like 1 (S. cerevisiae) 	552	2	0	2	0	0	mmu-miR-370-3p				-0.09	-0.09	N/A
FAM120AOS	ENST00000423591.1	family with sequence similarity 120A opposite strand 	258	1	0	0	1	0	mmu-miR-370-3p				-0.09	-0.13	N/A
C16orf52	ENST00000542527.2	chromosome 16 open reading frame 52 	102	1	0	0	1	0	mmu-miR-370-3p				-0.09	-0.12	N/A
UBAC2	ENST00000376440.2	UBA domain containing 2 	902	1	0	0	1	1	mmu-miR-370-3p				-0.09	-0.09	N/A
PMP22	ENST00000395938.2	peripheral myelin protein 22 	1152	1	0	0	1	0	mmu-miR-370-3p				-0.09	-0.09	N/A
AGPAT2	ENST00000371694.3	1-acylglycerol-3-phosphate O-acyltransferase 2 	303	1	0	1	0	0	mmu-miR-370-3p				-0.09	-0.09	N/A
LIMK1	ENST00000418310.1	LIM domain kinase 1 	464	1	0	1	0	0	mmu-miR-370-3p				-0.09	-0.09	N/A
KDM1B	ENST00000388870.2	lysine (K)-specific demethylase 1B 	238	1	0	1	0	0	mmu-miR-370-3p				-0.09	-0.09	N/A
MBTD1	ENST00000586178.1	mbt domain containing 1 	113	1	0	0	1	1	mmu-miR-370-3p				-0.09	-0.09	N/A
MXRA7	ENST00000355797.3	matrix-remodelling associated 7 	421	1	0	1	0	0	mmu-miR-370-3p				-0.09	-0.11	N/A
UTP11L	ENST00000537711.1	UTP11-like, U3 small nucleolar ribonucleoprotein, (yeast) 	1460	1	0	0	1	0	mmu-miR-370-3p				-0.09	-0.15	N/A
C1orf198	ENST00000366663.5	chromosome 1 open reading frame 198 	1484	1	0	0	1	1	mmu-miR-370-3p				-0.09	-0.11	N/A
ZNF704	ENST00000327835.3	zinc finger protein 704 	124	3	1	1	1	3	mmu-miR-370-3p				-0.09	-0.20	N/A
PEA15	ENST00000360472.4	phosphoprotein enriched in astrocytes 15 	5239	1	0	0	1	0	mmu-miR-370-3p				-0.09	-0.10	N/A
RNF215	ENST00000382363.3	ring finger protein 215 	207	1	0	1	0	0	mmu-miR-370-3p				-0.09	-0.09	N/A
WNT4	ENST00000290167.6	wingless-type MMTV integration site family, member 4 	5	1	0	1	0	0	mmu-miR-370-3p				-0.09	-0.09	N/A
KLF16	ENST00000250916.4	Kruppel-like factor 16 	5	1	0	1	0	0	mmu-miR-370-3p				-0.09	-0.09	N/A
RPGR	ENST00000338898.3	retinitis pigmentosa GTPase regulator 	72	1	0	0	1	0	mmu-miR-370-3p				-0.09	-0.09	N/A
MYOM3	ENST00000338909.5	myomesin 3 	5	1	0	1	0	0	mmu-miR-370-3p				-0.09	-0.09	N/A
KCNQ1	ENST00000155840.5	potassium voltage-gated channel, KQT-like subfamily, member 1 	196	2	0	1	1	1	mmu-miR-370-3p				-0.09	-0.09	N/A
SH2D7	ENST00000328828.5	SH2 domain containing 7 	5	2	0	0	2	0	mmu-miR-370-3p				-0.09	-0.09	N/A
TMEM25	ENST00000411589.2	transmembrane protein 25 	767	1	0	0	1	0	mmu-miR-370-3p				-0.09	-0.09	N/A
GMEB2	ENST00000370069.1	glucocorticoid modulatory element binding protein 2 	240	4	1	1	2	1	mmu-miR-370-3p				-0.09	-0.09	N/A
ACTN2	ENST00000366578.4	actinin, alpha 2 	11	1	1	0	0	1	mmu-miR-370-3p				-0.09	-0.20	N/A
UBE2D1	ENST00000373910.4	ubiquitin-conjugating enzyme E2D 1 	200	1	0	1	0	1	mmu-miR-370-3p				-0.09	-0.17	N/A
MIEF1	ENST00000325301.2	mitochondrial elongation factor 1 	2319	3	0	0	3	0	mmu-miR-370-3p				-0.09	-0.10	N/A
PAPPA2	ENST00000367662.3	pappalysin 2 	5	2	0	1	1	0	mmu-miR-370-3p				-0.09	-0.09	N/A
HMGA1	ENST00000347617.6	high mobility group AT-hook 1 	2024	1	0	0	1	0	mmu-miR-370-3p				-0.09	-0.09	N/A
NT5E	ENST00000369651.3	5'-nucleotidase, ecto (CD73) 	285	1	1	0	0	0	mmu-miR-370-3p				-0.09	-0.17	N/A
TSPAN11	ENST00000261177.9	tetraspanin 11 	27	1	0	1	0	1	mmu-miR-370-3p				-0.09	-0.09	N/A
CSRP2BP	ENST00000435364.3	CSRP2 binding protein 	408	1	0	1	0	0	mmu-miR-370-3p				-0.09	-0.09	N/A
CELF3	ENST00000290585.4	CUGBP, Elav-like family member 3 	5	1	1	0	0	0	mmu-miR-370-3p				-0.08	-0.09	N/A
MCAT	ENST00000327555.5	malonyl CoA:ACP acyltransferase (mitochondrial) 	133	2	1	1	0	0	mmu-miR-370-3p				-0.08	-0.54	N/A
SLC16A7	ENST00000261187.4	solute carrier family 16 (monocarboxylate transporter), member 7 	73	3	2	0	1	1	mmu-miR-370-3p				-0.08	-0.26	N/A
UBE2Q2	ENST00000267938.4	ubiquitin-conjugating enzyme E2Q family member 2 	106	1	0	1	0	1	mmu-miR-370-3p				-0.08	-0.10	N/A
RBM18	ENST00000417201.3	RNA binding motif protein 18 	963	1	1	0	0	1	mmu-miR-370-3p				-0.08	-0.13	N/A
FBRS	ENST00000356166.6	fibrosin 	1334	0	0	0	0	0	mmu-miR-370-3p				-0.08	-0.09	N/A
CDO1	ENST00000250535.4	cysteine dioxygenase type 1 	74	1	0	1	0	0	mmu-miR-370-3p				-0.08	-0.08	N/A
BARHL1	ENST00000263610.2	BarH-like homeobox 1 	5	1	0	1	0	0	mmu-miR-370-3p				-0.08	-0.08	N/A
DOLPP1	ENST00000540102.1	dolichyldiphosphatase 1 	963	1	0	0	1	1	mmu-miR-370-3p				-0.08	-0.08	N/A
