Ortholog of target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
LRFN4	ENST00000309602.4	leucine rich repeat and fibronectin type III domain containing 4 	230	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.18	-0.18	< 0.1	2007, 2009, 2011
LMBRD2	ENST00000296603.4	LMBR1 domain containing 2 	211	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				-0.18	-0.28	0.85	NULL
CHD9	ENST00000566029.1	chromodomain helicase DNA binding protein 9 	447	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.18	-0.18	0.85	2005, 2007, 2011
MGAT4A	ENST00000264968.3	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A 	223	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				-0.18	-0.37	> 0.99	2005, 2007, 2009, 2011
C16orf52	ENST00000542527.2	chromosome 16 open reading frame 52 	102	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.18	-0.24	0.89	2011
CACNA1E	ENST00000526775.1	calcium channel, voltage-dependent, R type, alpha 1E subunit 	5	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.18	-0.18	0.92	2005, 2007, 2009, 2011
RALGPS1	ENST00000259351.5	Ral GEF with PH domain and SH3 binding motif 1 	34	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.18	-0.21	0.95	2005, 2007, 2009, 2011
PDP2	ENST00000311765.2	pyruvate dehyrogenase phosphatase catalytic subunit 2 	102	1	0	1	0	0	0	0	0	0	mmu-let-7b-5p				-0.18	-0.37	0.77	2009, 2011
GREB1	ENST00000381486.2	growth regulation by estrogen in breast cancer 1 	40	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				-0.18	-0.20	0.66	2009, 2011
KLF8	ENST00000468660.1	Kruppel-like factor 8 	8	3	1	2	0	0	0	0	0	0	mmu-let-7f-5p				-0.18	-0.88	> 0.99	2011
DHX57	ENST00000295373.6	DEAH (Asp-Glu-Ala-Asp/His) box polypeptide 57 	140	1	0	1	0	0	0	0	0	0	mmu-let-7i-5p				-0.18	-0.18	0.74	2005, 2007, 2009, 2011
PPTC7	ENST00000354300.3	PTC7 protein phosphatase homolog (S. cerevisiae) 	817	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.18	-0.18	0.95	2007, 2009, 2011
KCNA6	ENST00000433855.1	potassium voltage-gated channel, shaker-related subfamily, member 6 	5	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.17	-0.17	0.76	NULL
PRKAB2	ENST00000254101.3	protein kinase, AMP-activated, beta 2 non-catalytic subunit 	363	1	0	1	0	0	0	0	0	1	mmu-let-7a-5p				-0.17	-0.17	0.68	2009, 2011
MSANTD3	ENST00000395067.2	Myb/SANT-like DNA-binding domain containing 3 	78	1	0	1	0	0	0	0	0	0	mmu-miR-98-5p				-0.17	-0.36	0.74	NULL
HCFC2	ENST00000229330.4	host cell factor C2 	46	1	0	0	1	2	0	0	2	0	mmu-let-7d-5p				-0.17	-0.70	0.95	2011
DOCK3	ENST00000266037.9	dedicator of cytokinesis 3 	47	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				-0.17	-0.17	0.84	2005, 2007, 2009, 2011
NKAP	ENST00000371410.3	NFKB activating protein 	422	1	0	1	0	0	0	0	0	0	mmu-miR-98-5p				-0.17	-0.33	0.88	NULL
CELF1	ENST00000395290.2	CUGBP, Elav-like family member 1 	153	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.17	-0.19	0.73	NULL
KIAA0895L	ENST00000561621.1	KIAA0895-like 	15	1	0	1	0	0	0	0	0	1	mmu-let-7b-5p				-0.17	-0.42	0.91	2007, 2009, 2011
UBN2	ENST00000473989.3	ubinuclein 2 	238	1	0	1	0	0	0	0	0	0	mmu-let-7f-5p				-0.17	-0.18	0.92	2011
HIC1	ENST00000399849.3	hypermethylated in cancer 1 	76	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				-0.17	-0.17	0.64	2009, 2011
TRIM67	ENST00000444294.3	tripartite motif containing 67 	41	2	1	1	0	0	0	0	0	2	mmu-let-7c-5p				-0.17	-0.31	> 0.99	2007, 2009, 2011
CACFD1	ENST00000291722.7	calcium channel flower domain containing 1 	1315	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				-0.17	-0.33	0.92	2005, 2007, 2009, 2011
POLR3D	ENST00000397802.4	polymerase (RNA) III (DNA directed) polypeptide D, 44kDa 	678	1	0	1	0	0	0	0	0	0	mmu-let-7f-5p				-0.17	-0.33	> 0.99	2007, 2009, 2011
SOCS4	ENST00000395472.2	suppressor of cytokine signaling 4 	336	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p				-0.17	-0.23	0.91	2005, 2007, 2009, 2011
FSTL4	ENST00000265342.7	follistatin-like 4 	60	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.17	-0.25	0.96	NULL
CEP164	ENST00000278935.3	centrosomal protein 164kDa 	79	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.17	-0.18	0.92	2005, 2007, 2009, 2011
DCX	ENST00000356915.2	doublecortin 	5	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p				-0.17	-0.17	0.65	2005, 2007, 2011
ACVR2B	ENST00000352511.4	activin A receptor, type IIB 	21	2	0	0	2	0	0	0	0	0	mmu-let-7d-5p				-0.16	-0.39	> 0.99	2007, 2009, 2011
BBX	ENST00000415149.2	bobby sox homolog (Drosophila) 	141	1	0	1	0	1	0	0	1	0	mmu-let-7i-5p				-0.16	-0.24	0.84	2011
TEX261	ENST00000272438.4	testis expressed 261 	359	1	0	0	1	0	0	0	0	0	mmu-let-7f-5p				-0.16	-0.22	0.73	2009, 2011
PPP1R12B	ENST00000608999.1	protein phosphatase 1, regulatory subunit 12B 	18	1	0	1	0	1	0	0	1	0	mmu-let-7d-5p				-0.16	-0.16	0.43	2005, 2007, 2009
BNC2	ENST00000380672.4	basonuclin 2 	770	1	0	0	1	0	0	0	0	1	mmu-miR-98-5p				-0.16	-0.19	0.84	2005, 2007, 2009, 2011
MAP3K9	ENST00000554752.2	mitogen-activated protein kinase kinase kinase 9 	44	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				-0.16	-0.19	0.44	NULL
CGNL1	ENST00000281282.5	cingulin-like 1 	25	1	0	1	0	0	0	0	0	0	mmu-let-7b-5p				-0.16	-0.16	0.98	2005, 2007, 2009, 2011
INO80D	ENST00000403263.1	INO80 complex subunit D 	5	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.16	-0.16	0.78	2005, 2007, 2009, 2011
TIA1	ENST00000433529.2	TIA1 cytotoxic granule-associated RNA binding protein 	1370	1	0	1	0	0	0	0	0	0	mmu-let-7g-5p				-0.16	-0.30	0.60	2011
STK24	ENST00000397517.2	serine/threonine kinase 24 	486	1	0	0	1	0	0	0	0	0	mmu-let-7b-5p				-0.16	-0.24	0.95	2009, 2011
POGLUT1	ENST00000295588.4	protein O-glucosyltransferase 1 	262	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.16	-0.19	0.79	2007, 2009, 2011
KMT2D	ENST00000301067.7	lysine (K)-specific methyltransferase 2D 	78	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.16	-0.16	0.96	2007, 2009, 2011
ADCY9	ENST00000294016.3	adenylate cyclase 9 	166	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p				-0.16	-0.22	0.91	2005, 2007, 2009, 2011
COL3A1	ENST00000304636.3	collagen, type III, alpha 1 	215	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.16	-0.46	0.95	2011
CLPB	ENST00000294053.3	ClpB caseinolytic peptidase B homolog (E. coli) 	476	1	1	0	0	1	0	1	0	0	mmu-miR-98-5p				-0.16	-0.73	0.96	NULL
UGGT1	ENST00000259253.6	UDP-glucose glycoprotein glucosyltransferase 1 	1377	2	0	0	2	0	0	0	0	0	mmu-let-7d-5p				-0.15	-0.37	> 0.99	2007, 2009, 2011
PHF8	ENST00000338946.6	PHD finger protein 8 	85	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p				-0.15	-0.18	0.90	2005, 2007, 2009, 2011
GAREM	ENST00000399218.4	GRB2 associated, regulator of MAPK1 	536	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p				-0.15	-0.22	0.94	2011
PLXNA2	ENST00000367033.3	plexin A2 	8	1	0	1	0	0	0	0	0	0	mmu-let-7g-5p				-0.15	-0.15	0.45	NULL
PPM1F	ENST00000263212.5	protein phosphatase, Mg2+/Mn2+ dependent, 1F 	786	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.15	-0.23	0.52	2009, 2011
XYLT1	ENST00000261381.6	xylosyltransferase I 	159	1	1	0	0	1	0	1	0	1	mmu-let-7d-5p				-0.15	-0.15	0.96	2007, 2009, 2011
CECR2	ENST00000400573.5	cat eye syndrome chromosome region, candidate 2 	46	1	0	0	1	0	0	0	0	0	mmu-let-7f-5p				-0.15	-0.33	0.95	NULL
DUSP7	ENST00000495880.1	dual specificity phosphatase 7 	68	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.15	-0.24	0.95	2011
RBPJ	ENST00000504907.1	recombination signal binding protein for immunoglobulin kappa J region 	70	1	0	1	0	0	0	0	0	0	mmu-let-7g-5p				-0.15	-0.26	0.43	NULL
C2CD4A	ENST00000355522.5	C2 calcium-dependent domain containing 4A 	23	1	0	1	0	0	0	0	0	0	mmu-let-7b-5p				-0.15	-0.28	0.57	2011
AGAP1	ENST00000304032.8	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1 	109	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.15	-0.23	0.78	NULL
LONRF3	ENST00000304778.7	LON peptidase N-terminal domain and ring finger 3 	36	1	0	1	0	0	0	0	0	0	mmu-let-7b-5p				-0.15	-0.36	> 0.99	NULL
OTOF	ENST00000338581.6	otoferlin 	5	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.15	-0.15	< 0.1	NULL
G3BP1	ENST00000394123.3	GTPase activating protein (SH3 domain) binding protein 1 	688	1	1	0	0	2	1	0	1	1	mmu-let-7d-5p				-0.15	-0.71	0.95	NULL
RSF1	ENST00000308488.6	remodeling and spacing factor 1 	216	1	0	1	0	0	0	0	0	1	mmu-let-7d-5p				-0.14	-0.17	0.40	NULL
FRS2	ENST00000550389.1	fibroblast growth factor receptor substrate 2 	176	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.14	-0.20	0.84	2007, 2009, 2011
PAG1	ENST00000220597.4	phosphoprotein associated with glycosphingolipid microdomains 1 	53	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p				-0.14	-0.37	0.96	2011
CHD4	ENST00000544484.1	chromodomain helicase DNA binding protein 4 	145	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				-0.14	-0.29	0.79	2005, 2007, 2009, 2011
CBX5	ENST00000209875.4	chromobox homolog 5 	360	1	0	1	0	1	0	0	1	0	mmu-let-7d-5p				-0.14	-0.49	> 0.99	2011
GRIN3A	ENST00000361820.3	glutamate receptor, ionotropic, N-methyl-D-aspartate 3A 	5	1	0	0	1	1	0	1	0	0	mmu-let-7d-5p				-0.14	-0.14	0.76	2009, 2011
IL6R	ENST00000344086.4	interleukin 6 receptor 	13	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.14	-0.24	0.95	2011
KIAA0930	ENST00000336156.5	KIAA0930 	1107	1	1	0	0	1	0	0	1	1	mmu-let-7d-5p				-0.14	-0.45	0.96	2007, 2009, 2011
RAB3GAP2	ENST00000358951.2	RAB3 GTPase activating protein subunit 2 (non-catalytic) 	461	1	1	0	0	1	0	0	1	0	mmu-let-7d-5p				-0.14	-0.26	0.96	2011
REEP1	ENST00000165698.5	receptor accessory protein 1 	49	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.14	-0.14	< 0.1	2007, 2009
USP12	ENST00000282344.6	ubiquitin specific peptidase 12 	35	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.14	-0.36	0.52	2011
SRGAP1	ENST00000355086.3	SLIT-ROBO Rho GTPase activating protein 1 	64	1	1	0	0	1	0	0	1	0	mmu-let-7d-5p				-0.14	-0.21	0.83	2011
PCYOX1	ENST00000264441.5	prenylcysteine oxidase 1 	407	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.14	-0.20	< 0.1	NULL
ELK4	ENST00000357992.4	ELK4, ETS-domain protein (SRF accessory protein 1) 	39	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				-0.14	-0.25	0.90	2011
C1orf147	ENST00000367119.1	chromosome 1 open reading frame 147 	5	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.14	-0.14	< 0.1	NULL
NAPEPLD	ENST00000417955.1	N-acyl phosphatidylethanolamine phospholipase D 	13	1	0	1	0	0	0	0	0	0	mmu-let-7f-5p				-0.13	-0.28	0.93	2007, 2009, 2011
PRR14L	ENST00000434485.1	proline rich 14-like 	39	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.13	-0.13	0.81	2011
LEPROTL1	ENST00000321250.8	leptin receptor overlapping transcript-like 1 	1242	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.13	-0.33	0.95	2005, 2007, 2011
CHIC1	ENST00000373504.6	cysteine-rich hydrophobic domain 1 	16	2	1	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.13	-0.48	0.99	2011
ADAMTS15	ENST00000299164.2	ADAM metallopeptidase with thrombospondin type 1 motif, 15 	18	2	2	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.13	-0.55	> 0.99	2011
THOC2	ENST00000245838.8	THO complex 2 	157	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.13	-0.28	0.89	2007, 2009, 2011
PI4K2B	ENST00000264864.6	phosphatidylinositol 4-kinase type 2 beta 	931	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				-0.13	-0.29	0.36	NULL
ZCCHC11	ENST00000257177.4	zinc finger, CCHC domain containing 11 	97	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.13	-0.13	< 0.1	2005, 2007
ZNF462	ENST00000277225.5	zinc finger protein 462 	214	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p				-0.13	-0.15	0.86	NULL
ACVR2A	ENST00000241416.7	activin A receptor, type IIA 	109	2	0	0	2	0	0	0	0	1	mmu-let-7d-5p				-0.13	-0.63	0.99	2007, 2009, 2011
ARPP19	ENST00000566423.1	cAMP-regulated phosphoprotein, 19kDa 	1316	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p				-0.13	-0.48	0.96	2005, 2007, 2009, 2011
SFMBT1	ENST00000394752.3	Scm-like with four mbt domains 1 	116	1	0	1	0	1	0	1	0	0	mmu-miR-98-5p				-0.13	-0.66	0.92	2011
ABL2	ENST00000502732.1	c-abl oncogene 2, non-receptor tyrosine kinase 	892	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.13	-0.13	0.95	2009, 2011
IGF2	ENST00000381395.1	insulin-like growth factor 2 (somatomedin A) 	1371	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.13	-0.17	0.89	2011
SREBF2	ENST00000361204.4	sterol regulatory element binding transcription factor 2 	1518	1	0	1	0	0	0	0	0	0	mmu-let-7b-5p				-0.13	-0.25	0.83	NULL
GOLGA7B	ENST00000370602.1	golgin A7 family, member B 	5	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.13	-0.13	0.15	2011
ATP2B3	ENST00000370186.1	ATPase, Ca++ transporting, plasma membrane 3 	5	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				-0.13	-0.13	< 0.1	NULL
MAP4K4	ENST00000413150.2	mitogen-activated protein kinase kinase kinase kinase 4 	1551	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.12	-0.32	0.95	2005, 2007, 2009, 2011
SLC22A23	ENST00000436008.2	solute carrier family 22, member 23 	353	1	1	0	0	2	0	2	0	0	mmu-let-7f-5p				-0.12	-0.35	0.95	2011
GOLT1B	ENST00000540141.1	golgi transport 1B 	848	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.12	-0.49	0.96	2005, 2007, 2009, 2011
SLC10A6	ENST00000273905.6	solute carrier family 10 (sodium/bile acid cotransporter), member 6 	7	1	1	0	0	0	0	0	0	0	mmu-let-7b-5p				-0.12	-0.60	0.93	NULL
STAT3	ENST00000585517.1	signal transducer and activator of transcription 3 (acute-phase response factor) 	478	1	0	1	0	1	0	0	1	0	mmu-let-7d-5p				-0.12	-0.13	< 0.1	NULL
KCNC3	ENST00000376959.2	potassium voltage-gated channel, Shaw-related subfamily, member 3 	5	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				-0.12	-0.12	0.87	NULL
PAK1	ENST00000278568.4	p21 protein (Cdc42/Rac)-activated kinase 1 	374	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p				-0.12	-0.22	0.79	2005, 2007, 2009, 2011
SLK	ENST00000335753.4	STE20-like kinase 	260	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				-0.12	-0.17	0.76	NULL
NME6	ENST00000450160.1	NME/NM23 nucleoside diphosphate kinase 6 	511	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				-0.12	-0.50	0.96	2005, 2007, 2009, 2011
SOX6	ENST00000316399.6	SRY (sex determining region Y)-box 6 	22	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.12	-0.34	0.86	2011
AAK1	ENST00000409085.4	AP2 associated kinase 1 	27	1	0	1	0	0	0	0	0	2	mmu-let-7d-5p				-0.12	-0.29	0.72	2007, 2009, 2011
CEP85L	ENST00000368491.3	centrosomal protein 85kDa-like 	14	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p				-0.11	-0.23	0.95	2011
DNAJA2	ENST00000317089.5	DnaJ (Hsp40) homolog, subfamily A, member 2 	1487	1	0	1	0	0	0	0	0	0	mmu-let-7f-5p				-0.11	-0.33	0.62	2011
PEAK1	ENST00000312493.4	pseudopodium-enriched atypical kinase 1 	209	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.11	-0.13	0.73	2009, 2011
DNAJB14	ENST00000442697.2	DnaJ (Hsp40) homolog, subfamily B, member 14 	10	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.11	-0.24	0.93	NULL
RASGRF2	ENST00000265080.4	Ras protein-specific guanine nucleotide-releasing factor 2 	140	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.11	-0.14	0.69	NULL
SMIM13	ENST00000416247.2	small integral membrane protein 13 	199	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.11	-0.27	0.82	2011
DST	ENST00000312431.6	dystonin 	439	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.11	-0.17	0.81	2005, 2007
NUMBL	ENST00000252891.4	numb homolog (Drosophila)-like 	323	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.11	-0.20	0.95	2005, 2007, 2009, 2011
RNF217	ENST00000521654.2	ring finger protein 217 	92	1	0	0	1	1	0	0	1	0	mmu-let-7d-5p				-0.11	-0.34	0.88	NULL
TECPR2	ENST00000359520.7	tectonin beta-propeller repeat containing 2 	109	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.11	-0.29	0.95	2005, 2007, 2009, 2011
FGF5	ENST00000456523.3	fibroblast growth factor 5 	1478	1	0	0	1	1	0	0	1	0	mmu-let-7d-5p				-0.11	-0.45	0.94	2009, 2011
LCORL	ENST00000326877.4	ligand dependent nuclear receptor corepressor-like 	194	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p				-0.11	-0.29	0.71	2007, 2009, 2011
TMPPE	ENST00000416695.2	transmembrane protein with metallophosphoesterase domain 	22	1	1	0	0	0	0	0	0	0	mmu-let-7g-5p				-0.11	-0.44	0.95	2009, 2011
SCN8A	ENST00000354534.6	sodium channel, voltage gated, type VIII, alpha subunit 	44	1	1	0	0	0	0	0	0	1	mmu-miR-98-5p				-0.11	-0.11	0.90	NULL
HECTD4	ENST00000377560.5	HECT domain containing E3 ubiquitin protein ligase 4 	222	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				-0.10	-0.11	0.59	2009, 2011
ZNF583	ENST00000333201.9	zinc finger protein 583 	24	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.10	-0.57	0.96	2007, 2009, 2011
B3GALT1	ENST00000392690.3	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 1 	35	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.10	-0.40	0.70	NULL
LIPT2	ENST00000310109.4	lipoyl(octanoyl) transferase 2 (putative) 	198	1	1	0	0	1	0	0	1	0	mmu-let-7g-5p				-0.10	-0.90	0.89	2011
RAB30	ENST00000533486.1	RAB30, member RAS oncogene family 	274	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.10	-0.17	0.73	NULL
USP32	ENST00000300896.4	ubiquitin specific peptidase 32 	85	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				-0.10	-0.27	0.80	2005, 2007, 2009, 2011
TAF9B	ENST00000341864.5	TAF9B RNA polymerase II, TATA box binding protein (TBP)-associated factor, 31kDa 	19	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p				-0.10	-0.41	0.94	2011
FNDC3B	ENST00000336824.4	fibronectin type III domain containing 3B 	509	2	0	0	2	0	0	0	0	0	mmu-let-7i-5p				-0.10	-0.40	0.98	2005, 2007, 2009, 2011
CDK6	ENST00000265734.4	cyclin-dependent kinase 6 	1116	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.10	-0.10	0.83	2011
EXOC5	ENST00000413566.2	exocyst complex component 5 	242	1	0	1	0	0	0	0	0	1	mmu-let-7g-5p				-0.10	-0.13	0.37	NULL
C1GALT1	ENST00000223122.3	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1 	44	1	1	0	0	0	0	0	0	2	mmu-let-7d-5p				-0.10	-0.47	0.95	2011
DVL3	ENST00000313143.3	dishevelled segment polarity protein 3 	373	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p				-0.10	-0.53	0.95	2009, 2011
LTN1	ENST00000361371.5	listerin E3 ubiquitin protein ligase 1 	56	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p				-0.10	-0.24	0.58	2005, 2007, 2009, 2011
SCUBE3	ENST00000274938.7	signal peptide, CUB domain, EGF-like 3 	47	1	0	1	0	0	0	0	0	0	mmu-let-7i-5p				-0.10	-0.13	0.80	2005, 2007, 2009, 2011
FRMD5	ENST00000484674.1	FERM domain containing 5 	161	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.10	-0.26	0.96	NULL
RIMKLA	ENST00000431473.3	ribosomal modification protein rimK-like family member A 	100	1	0	1	0	3	1	0	2	1	mmu-let-7d-5p				-0.10	-0.52	0.51	NULL
ZNF652	ENST00000362063.2	zinc finger protein 652 	33	2	0	2	0	2	0	1	1	2	mmu-let-7d-5p				-0.09	-0.49	> 0.99	2011
TMED5	ENST00000479918.1	transmembrane emp24 protein transport domain containing 5 	612	1	0	1	0	1	1	0	0	2	mmu-let-7f-5p				-0.09	-0.91	> 0.99	2005, 2007, 2009, 2011
TSPAN2	ENST00000369516.2	tetraspanin 2 	43	1	0	0	1	0	0	0	0	2	mmu-let-7g-5p				-0.09	-0.31	0.94	2009, 2011
ERCC6	ENST00000355832.5	excision repair cross-complementing rodent repair deficiency, complementation group 6 	93	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p				-0.09	-0.37	0.96	2011
TOB2	ENST00000327492.3	transducer of ERBB2, 2 	71	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p				-0.09	-0.13	0.80	2005, 2007, 2009, 2011
SREK1	ENST00000334121.6	splicing regulatory glutamine/lysine-rich protein 1 	316	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.09	-0.26	0.95	2005, 2007, 2009, 2011
IGF1	ENST00000337514.6	insulin-like growth factor 1 (somatomedin C) 	19	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.09	-0.38	0.94	2011
PRPF38B	ENST00000370025.4	pre-mRNA processing factor 38B 	724	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.09	-0.61	0.96	2007, 2009, 2011
GSPT1	ENST00000434724.2	G1 to S phase transition 1 	1119	1	0	1	0	1	0	1	0	2	mmu-let-7g-5p				-0.09	-0.28	0.68	2011
FAM104A	ENST00000581110.1	family with sequence similarity 104, member A 	2724	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p				-0.09	-0.37	0.79	2007, 2009, 2011
RASGRP1	ENST00000559830.1	RAS guanyl releasing protein 1 (calcium and DAG-regulated) 	7	1	1	0	0	0	0	0	0	0	mmu-let-7a-5p				-0.09	-0.30	0.95	2005, 2007, 2009, 2011
CDYL	ENST00000343762.5	chromodomain protein, Y-like 	24	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.08	-0.14	0.68	2005, 2007, 2009
AASS	ENST00000393376.1	aminoadipate-semialdehyde synthase 	72	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.08	-0.19	< 0.1	2011
DGKI	ENST00000453654.2	diacylglycerol kinase, iota 	16	1	0	1	0	2	0	0	2	0	mmu-miR-98-5p				-0.08	-0.27	0.73	NULL
SUB1	ENST00000265073.4	SUB1 homolog (S. cerevisiae) 	242	1	0	1	0	0	0	0	0	0	mmu-let-7f-5p				-0.08	-0.41	0.73	2011
HAND2	ENST00000359562.4	heart and neural crest derivatives expressed 2 	30	1	0	0	1	0	0	0	0	0	mmu-let-7a-5p				-0.08	-0.36	0.76	2007
SAP30L	ENST00000297109.6	SAP30-like 	335	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				-0.08	-0.20	0.84	2011
SYNJ2BP	ENST00000256366.4	synaptojanin 2 binding protein 	329	1	0	1	0	0	0	0	0	1	mmu-miR-98-5p				-0.07	-0.22	0.37	2011
KIF21B	ENST00000332129.2	kinesin family member 21B 	12	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p				-0.07	-0.07	0.96	2007, 2009, 2011
VCPIP1	ENST00000310421.4	valosin containing protein (p97)/p47 complex interacting protein 1 	228	1	0	0	1	0	0	0	0	1	mmu-miR-98-5p				-0.07	-0.10	0.69	2005, 2007, 2011
RANBP2	ENST00000283195.6	RAN binding protein 2 	814	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.07	-0.31	0.96	2005, 2007, 2009, 2011
FREM2	ENST00000280481.7	FRAS1 related extracellular matrix protein 2 	33	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p				-0.07	-0.10	0.93	2009, 2011
NEDD4L	ENST00000256832.7	neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase 	617	1	0	1	0	0	0	0	0	1	mmu-let-7b-5p				-0.07	-0.28	0.96	2011
TMX4	ENST00000246024.2	thioredoxin-related transmembrane protein 4 	466	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p				-0.07	-0.26	0.82	NULL
